source,target
Tom prepared his speech very carefully.,汤姆很认真地准备他的演讲
You're still green.,你还年轻
"""Show me your passport, please.""",请给我看看您的护照
I am here on business.,我在这里出差
It is no use worrying about it.,担心它是没有用的
I will give you a bicycle for your birthday.,你生日的时候
It's warm here all the year round.,这里一年四季很温暖
"""Close your eyes, and count to ten.""",闭上你的眼睛
You've set a bad example.,你做了个坏榜样
I wonder if what I wrote was correct.,我在想我写的对不对
The sky became darker and darker.,天空变得越来越暗了
You have many books.,您有很多书
He is a head taller than me.,他比我高一个头
I didn't know who Tom was at first.,我一开始不知道汤姆是谁
Learning English is hard work.,学习英语很辛苦
We want to spend our honeymoon in Australia.,我们想在澳大利亚过蜜月
The music was very loud.,那音乐声音十分响
What time does the movie start?,电影什么时间开始
I'm job hunting.,我在找工作
Respect for law is fundamental to our society.,尊重法律是我们社会的基础
She stepped forward to shake his hand.,为了握住他的手
The house was in flames.,房子被火吞噬了
You can't depend on Tom.,你不能靠汤姆
I'd like something to drink.,我想喝点什么
Show me another example.,再给我举个例子
You have to quit smoking.,你必须戒烟
The car hit a wall.,那辆车撞到墙了
I have an urgent message from Tom.,我收到汤姆的一条紧急消息
I'll check your vision.,我要来检查你的视力
This ticket is good for three days.,这张票的有效期是三天
Are you up?,你起床了吗
Tom's grandmother looks healthy.,汤姆的祖母好像身体很好
Are you kidding?,你在开玩笑吗
I'm almost 180 centimeters tall.,我差不多
I have to take a test tomorrow.,明天我必须参加考试
I didn't mean to do that.,我没想那样做的
She has a cottage by the sea.,她在海边有一个度假屋
Nobody knows the truth.,没有人知道真相
The danger is over.,危险已过去
Let's fly a kite.,让我们放风筝
Do you have one?,你有吗
Spring is just around the corner.,春天就要来了
Do you eat rice in your country?,在你们国家吃米饭吗
Tom told me that he'd like to become a doctor.,汤姆告诉我他想当医生
We saw monkeys at the zoo.,我们在动物园里看到了猴子
Tom was killed in an accident.,汤姆在一场意外中丧生
My father made me wash the car.,我父亲要我洗车
Nothing is achieved without effort.,没有什么是不劳而获的
I went to the hospital to have my eyes tested.,我到医院去检查了眼睛
"""When we're children, everything around us looks so big.""",我们小时候
I often slept on that bench when I was homeless.,当我无家可归的时候
Would you look after my cat?,你可以照顾一下我的猫吗
How about another piece of cake?,要不要再来一块蛋糕
I was able to find out his address.,我能找到他的地址
You're being too modest.,你太谦虚了
I've never seen that guy before.,我从没看过那个人
Tom probably knows how to get to Mary's house.,汤姆大概知道要怎么去玛莉家吧
He dug a hole.,他挖了一个洞
They water the fruit trees.,他们给果树浇水
I've got lots of questions.,我有许多问题
This is a wooden table.,这是张木桌
I should be ready by 2:30.,我应该在
The church is in the middle of the village.,教堂在村子的中心位置
He even called me an idiot.,他甚至骂我傻瓜
Who is your English teacher?,你的英语老师是谁
It's too noisy in here.,这儿太吵了
I'll tell Tom tomorrow.,我明天告诉汤姆
I don't know what I'd do without you.,我不知道如果没了你我还能做什么
We were attacked from both sides.,我们被两面夹击了
The pastor is in the church.,牧师在教堂里
There's no time to explain.,没时间解释
That isn't right.,不对
He thought that he was a genius.,他认为他是个天才
They all burst out laughing.,他们都哈哈大笑起来
Is that your car?,那是你的车吗
Tom doesn't have a dad.,汤姆没有爸爸
How many boys are in this class?,这个班有多少男生
I can't see anything.,我看不到任何东西
An old man broke into our conversation.,一位老人打断了我们的谈话
I ate breakfast in my pajamas.,我穿著睡衣吃早饭
"""I don't really like him, in fact, I hate him.""",我不太喜欢他
A boat suddenly appeared out of the mist.,一艘船突然从雾中出现
I'd love to find out why she said so.,我很想找出她为什么这么说的原因
I prefer spring to autumn.,我喜欢春天胜过秋天
I got my hair cut.,我把我的头发剪了
He lost his way in the woods.,他在森林中迷了路
I guess they really weren't so happy.,我猜他们真的不太高兴
"""When it stops raining, let's go for a walk.""",等雨停了
"""We were poor, but we were happy.""",我们从前很穷
Tom thinks that he's related to me.,汤姆认为他跟我有关系
Our baseball team is very strong.,我们的棒球队很强
I feel better today than yesterday.,我今天感觉比昨天好
She had a new dress made.,她让人做了一条新连衣裙
I have no clue.,我一无所知
I go by that church every day.,我每天都从那座教堂前经过
"""To my knowledge, she hasn't married yet.""",据我所知
I can't move this.,我挪不动它
I want you out of my room.,我想让你离开我的房间
I want to get a haircut before I go on the trip.,我想在出发旅行前剪个头发
Tom applied for the job.,汤姆申请了这份工作
I have already eaten lunch.,我已经吃过午餐了
Her acting is on the level of a professional.,她的演技堪比专业人士
She cannot do without her car.,没有车她做不了事
All people are created equal.,人人生来平等
These products are of the same quality.,这些产品质量同等
Is there a flower shop in the hotel?,酒店中有花店吗
How many forks do we need?,我们需要多少把叉子
I am familiar with the author's name.,我对这位作者的名字很熟悉
There is one way.,有个办法
Only six people were present at the party.,只有六个人参加了派对
An eight-year-old car is almost worthless.,一辆车龄八年的车子几乎是毫无价值的
Good night.,晚安
The police seem to know exactly where we are.,警察看来很清楚我们在哪里
Put the pliers in the tool box.,把钳子放在工具箱里
He broke the law.,他触犯了法律
French isn't Tom's native language.,法语不是汤姆的母语
What's wrong with you?,你到底怎么回事啊
Spring will be here soon.,春天快来了
They grow strawberries in their greenhouse.,他们在他们的温室里种植草莓
The baby was sleeping soundly in his mother's arms.,孩子在母亲的怀中熟睡
Can your brother drive a car?,你弟弟会开车吗
The problem's been solved.,问题已解决
Do you want to know why I lied to Tom?,你想知道为什么我对
I should be happy.,我该高兴
Can you solve this puzzle?,你能解开这个谜吗
Tom encouraged his son to study French.,汤姆鼓励他儿子学法语
The children slid down the bank.,孩子们滑下岸边
What's the Wi-Fi password?,Wifi
Tom realized he had lost his wallet.,汤姆意识到他丢了钱包
Our friendship will last a long time.,我们的友情会长久留存
Any child can do that.,任何小孩都能做到
I am positive that he has finished.,我确信他已经完成了
He asked me where my uncle lived.,他问我我的叔叔住在哪里
How high can you jump?,您能跳多高
He is not ashamed of being poor.,他不因贫穷而感到羞愧
I don't feel like watching TV.,我不高兴看电视
I know that you still want to be with me.,我知道你还是想跟着我
The reporter criticized the politician.,记者批评了政治家
Please contact us.,请联系我们
This should be a lot of fun.,这应该很有意思
There were a lot of people in the park.,公园里有很多人
I am a student in a university.,我是个大学生
How did you get to know each other?,你们是怎么互相认识的
I take a bath every other day.,我每两天洗一次澡
I'm just about done.,我差不多完成了
"""Boys, don't make any noise.""",男孩们
She's busy now and can't speak to you.,她现在忙
Pilots communicate with the airport by radio.,飞行员用无线电与机场沟通
I want my dinner brought to my room.,我想要我的晚餐送到房间里来
It was so cold yesterday that I stayed home.,昨天太冷了
He was too drunk to drive home.,他喝酒醉无法开车回家
You need to go.,你们得走了
It's okay to go.,你可以走了
I'm on your side.,我站在你这边
Tom had a bad accident.,汤姆出了桩事故
I think someone's knocking on the door.,我想有人在敲门
I don't know either of them.,他们中的任何一位我都不认识
I'm so fat.,我好胖哦
We had a history quiz this morning.,我们今天早上有历史小考
I got acquainted with her in France.,我在法国认识了她
Tom broke into Mary's hotel room.,汤姆闯进了玛丽的酒店房间
